line_id	stop_id	time_from_start
442_0	2538	1487
442_0	2540	1533
442_0	2544	1644
442_0	2546	1716
442_0	2548	1800
755_0	6018	0
755_0	7028	135
755_0	7027	211
755_0	7026	298
755_0	7025	364
755_0	7024	474
755_0	7023	586
755_0	7022	674
755_0	7021	724
755_0	7020	831
755_0	7019	891
755_0	7018	946
755_0	7017	1028
755_0	7016	1111
755_0	7015	1194
755_0	7014	1273
755_0	7013	1435
755_0	7012	1502
755_0	6509	1736
755_0	5016	2280
634_0	3466	0
634_0	3468	63
634_0	3470	77
634_0	3610	129
634_0	3410	153
634_0	3412	169
634_0	3414	209
634_0	3416	259
634_0	3418	287
634_0	3420	330
634_0	3422	359
634_0	3424	410
634_0	3426	442
634_0	3428	534
634_0	3430	594
634_0	3432	622
634_0	3450	686
634_0	3434	761
634_0	3451	879
634_0	3972	1272
634_0	3210	1325
634_0	3212	1393
634_0	3214	1435
634_0	3216	1483
634_0	3218	1521
634_0	3234	1623
634_0	3295	1728
634_0	3239	1849
634_0	3273	1920
732_0	5112	0
732_0	4113	120
732_0	5102	300
732_0	5098	713
732_0	6012	966
732_0	6013	1010
732_0	6014	1095
732_0	6015	1154
732_0	6016	1203
732_0	6417	1285
732_0	6418	1354
732_0	6419	1412
732_0	6125	1495
732_0	6126	1531
732_0	6127	1563
732_0	6128	1629
732_0	6129	1660
732_0	6131	1733
732_0	6132	1770
732_0	6133	1827
732_0	6136	1896
732_0	6137	1968
732_0	6139	2043
732_0	6101	2074
732_0	6140	2099
732_0	6141	2126
732_0	6142	2151
732_0	6143	2200
732_0	6144	2229
732_0	6145	2288
732_0	6146	2340
732_0	6147	2386
732_0	6149	2451
732_0	6150	2478
732_0	6151	2497
732_0	6152	2537
732_0	6153	2580
732_0	6155	2671
732_0	6156	2718
732_0	6157	2765
732_0	6158	2820
634_1	3212	0
634_1	3214	44
634_1	3216	95
634_1	3218	135
634_1	3234	244
634_1	3295	356
634_1	3239	484
634_1	3273	545
634_1	3900	749
634_1	3451	1169
634_1	3435	1287
634_1	3448	1356
634_1	3452	1413
634_1	3454	1440
634_1	3456	1532
634_1	3458	1588
634_1	3460	1630
634_1	3462	1669
634_1	3464	1725
634_1	3466	1800
619_0	5104	0
619_0	4113	300
619_0	5102	540
619_0	5115	622
619_0	5116	690
619_0	5117	744
619_0	5118	775
619_0	5119	835
619_0	5120	871
619_0	5121	911
619_0	5123	942
619_0	5124	963
619_0	5125	1046
619_0	5126	1074
619_0	5127	1115
619_0	5128	1168
619_0	5129	1214
619_0	5135	1384
619_0	4136	1425
619_0	4936	1670
619_0	4935	1745
619_0	4934	1782
619_0	4932	1828
619_0	4931	1869
619_0	4930	1926
619_0	4929	1978
619_0	4928	2054
619_0	4927	2108
619_0	4926	2155
619_0	4925	2193
619_0	4924	2218
619_0	4923	2276
619_0	4922	2338
619_0	4921	2400
770_0	6018	0
770_0	6553	360
770_0	7223	481
770_0	7222	510
770_0	6010	1080
770_0	6014	1131
770_0	6015	1217
770_0	6016	1287
770_0	7918	1312
770_0	7746	1368
770_0	6748	1554
770_0	6749	1606
770_0	6750	1637
770_0	6751	1712
770_0	6752	1741
770_0	6753	1790
770_0	6754	1854
770_0	6755	1934
770_0	7732	2021
770_0	7731	2089
770_0	7730	2146
770_0	7729	2226
770_0	7728	2330
770_0	7726	2389
770_0	7725	2460
770_0	7724	2509
770_0	7723	2584
770_0	7722	2638
770_0	7721	2699
770_0	7700	2746
770_0	7719	2786
770_0	6761	2869
770_0	6762	2910
770_0	6763	2978
770_0	6764	3039
770_0	6765	3082
770_0	6766	3099
770_0	6767	3155
770_0	6768	3212
770_0	6769	3263
770_0	6770	3294
770_0	6771	3363
770_0	6772	3429
770_0	6773	3473
770_0	7774	3540
770_1	7774	0
770_1	7773	30
770_1	7772	57
770_1	7771	97
770_1	7770	132
770_1	7769	153
770_1	7768	190
770_1	7767	228
770_1	7766	263
770_1	7764	304
770_1	7763	340
770_1	7762	375
770_1	7761	405
770_1	6720	478
770_1	6721	537
770_1	6722	560
770_1	6723	594
770_1	6724	638
770_1	6725	671
770_1	6726	704
770_1	6727	724
770_1	6728	755
770_1	6729	801
770_1	6730	859
770_1	6732	923
770_1	7755	986
770_1	7754	1034
770_1	7753	1083
770_1	7752	1109
770_1	7751	1124
770_1	7750	1172
770_1	7749	1193
770_1	7748	1225
770_1	6746	1341
770_1	6917	1356
770_1	6918	1374
770_1	7016	1396
770_1	7015	1440
770_1	7014	1500
770_1	6553	2100
770_1	6224	2159
770_1	6018	2400
21_1	4396	0
21_1	4395	63
21_1	4394	103
21_1	4393	131
21_1	4392	163
21_1	4391	228
21_1	4390	292
21_1	4389	361
21_1	4388	422
21_1	4387	460
21_1	4386	499
21_1	4385	543
21_1	4384	598
21_1	4383	639
21_1	4382	666
21_1	4381	714
21_1	4320	844
21_1	4319	900
21_1	4918	963
21_1	4917	1001
21_1	4916	1065
21_1	4915	1140
21_1	6906	1363
21_1	6908	1542
21_1	6909	1629
21_1	7910	1699
21_1	5514	1771
21_1	5516	1860
21_1	6212	1928
21_1	6213	1965
21_1	6214	2013
21_1	6215	2048
21_1	6216	2140
21_1	6217	2187
21_1	6218	2269
21_1	6219	2297
21_1	6220	2335
21_1	6221	2367
21_1	6553	2444
21_1	6224	2515
21_1	6027	2580
21_1	6028	2612
21_1	6007	2992
21_1	6033	3022
21_1	6034	3059
21_1	6090	3180
853_1	9051	0
853_1	9052	55
853_1	9053	85
853_1	9054	131
853_1	9055	174
853_1	9056	212
853_1	9057	242
853_1	9058	312
853_1	9065	447
853_1	9066	475
853_1	9067	508
853_1	9068	557
853_1	9069	602
853_1	9070	668
853_1	9071	708
853_1	9072	801
853_1	9113	1075
853_1	9114	1116
853_1	9115	1150
853_1	9101	1281
853_1	9102	1342
853_1	8122	1444
853_1	8120	1500
853_1	8118	1580
853_1	9135	1800
853_1	9136	1920
853_1	8165	2022
853_1	8164	2102
853_1	8163	2140
853_1	8161	2220
853_1	8159	2400
853_1	8158	2436
853_1	8156	2520
853_1	8152	2700
501_0	1203	0
501_0	1292	20
501_0	1294	45
501_0	1194	96
501_0	1626	840
501_0	1515	900
501_0	1500	1056
501_0	1637	1248
501_0	1638	1392
501_0	1522	1442
501_0	1524	1525
501_0	1526	1605
501_0	1528	1661
501_0	1530	1761
501_0	1532	1840
501_0	1534	2003
501_0	1536	2087
501_0	1538	2184
501_0	1540	2272
501_0	1542	2336
501_0	1544	2394
501_0	1546	2472
501_0	1548	2557
501_0	1550	2633
501_0	1552	2726
501_0	1554	2794
501_0	1557	2858
501_0	1559	2912
501_0	1560	3000
21_0	6091	0
21_0	5000	840
21_0	5002	890
21_0	6910	934
21_0	7909	998
21_0	7908	1073
21_0	7907	1145
21_0	5914	1222
21_0	5915	1380
21_0	5916	1484
21_0	5917	1560
21_0	5918	1628
21_0	5319	1740
21_0	5380	1791
21_0	5381	1885
21_0	5382	1928
21_0	5383	1949
21_0	5384	1992
21_0	5385	2033
21_0	5386	2074
21_0	5388	2133
21_0	5389	2195
21_0	5390	2261
21_0	5391	2313
21_0	5392	2362
21_0	5393	2389
21_0	5394	2414
21_0	5395	2442
21_0	5327	2580
7_0	6000	0
7_0	5502	60
7_0	5506	136
7_0	5508	186
7_0	5510	272
7_0	6708	356
7_0	6710	410
7_0	6711	463
7_0	6712	533
7_0	6713	584
7_0	6714	641
7_0	6715	686
7_0	6716	767
7_0	6718	831
7_0	6719	854
7_0	6720	900
7_0	6721	975
7_0	6722	1004
7_0	6723	1047
7_0	6724	1102
7_0	6725	1143
7_0	6726	1184
7_0	6727	1209
7_0	6728	1248
7_0	6729	1306
7_0	6733	1380
853_0	8120	0
853_0	8118	80
853_0	9135	300
853_0	9136	420
853_0	8165	523
853_0	8164	604
853_0	8163	643
853_0	9197	780
853_0	9158	854
853_0	9199	900
853_0	8106	1065
853_0	8073	1195
853_0	8072	1267
853_0	8071	1367
853_0	8070	1428
853_0	8069	1472
853_0	8068	1547
853_0	8067	1592
853_0	8066	1622
853_0	8065	1671
853_0	8064	1718
853_0	8058	1810
853_0	8057	1891
853_0	8055	1950
853_0	8054	1994
853_0	8053	2052
853_0	8052	2100
853_0	8055	2136
853_0	8054	2155
853_0	8053	2174
853_0	8052	2198
501_1	1536	0
501_1	1538	67
501_1	1540	128
501_1	1542	172
501_1	1544	212
501_1	1546	266
501_1	1548	325
501_1	1550	378
501_1	1552	443
501_1	1554	490
501_1	1557	534
501_1	1559	571
501_1	1560	624
501_1	1562	655
501_1	1564	756
501_1	1566	805
501_1	1568	883
501_1	1570	946
501_1	1572	983
501_1	1574	1044
501_1	1576	1072
501_1	1578	1108
501_1	1519	1200
501_1	1596	1323
501_1	1626	1423
501_1	1515	1500
7_1	7730	0
7_1	7729	40
7_1	7728	91
7_1	7726	120
7_1	7725	155
7_1	7724	179
7_1	7723	216
7_1	7722	242
7_1	7721	272
7_1	7700	300
7_1	7719	345
7_1	7718	408
7_1	7716	489
7_1	7715	611
7_1	7714	658
7_1	7713	752
7_1	7712	799
7_1	7711	887
7_1	7709	1004
7_1	7708	1070
7_1	5008	1178
7_1	5010	1276
7_1	5012	1317
7_1	5011	1401
7_1	5016	1500
29_1	7720	0
29_1	7719	20
29_1	6791	74
29_1	6792	119
29_1	6793	164
29_1	6794	219
29_1	6796	350
29_1	7146	413
29_1	7145	455
29_1	7144	486
29_1	7143	504
29_1	7142	536
29_1	7141	554
29_1	7140	576
29_1	7101	604
29_1	7100	629
29_1	6153	660
29_1	6155	733
29_1	6156	770
29_1	6157	807
29_1	6960	960
29_1	7960	1020
29_1	7959	1054
29_1	7958	1101
29_1	7956	1157
29_1	6954	1235
29_1	7955	1260
29_1	7954	1285
29_1	7953	1316
29_1	7952	1333
29_1	7951	1380
29_1	7950	1418
29_1	7949	1461
29_1	7948	1495
29_1	7947	1547
29_1	7946	1603
29_1	7942	1653
29_1	7941	1732
29_1	7920	1799
29_1	7019	1845
29_1	7018	1872
29_1	7017	1920
29_1	7016	1985
29_1	7015	2050
29_1	7014	2112
29_1	7013	2239
29_1	7012	2292
29_1	5000	2400
29_1	5002	2472
29_1	5515	2581
29_1	5006	2679
29_1	5008	2796
29_1	5010	2915
29_1	5012	2965
29_1	5011	3066
29_1	5016	3180
29_0	5500	0
29_0	5502	87
29_0	5506	211
29_0	5508	292
29_0	5510	432
29_0	5513	570
29_0	5514	689
29_0	5516	780
29_0	6012	900
29_0	6013	965
29_0	6014	1092
29_0	6015	1180
29_0	6016	1252
29_0	6017	1320
29_0	6019	1393
29_0	6920	1448
29_0	6941	1514
29_0	6942	1595
29_0	6946	1656
29_0	6947	1711
29_0	6948	1772
29_0	6949	1817
29_0	6950	1860
29_0	6951	1900
29_0	6952	1951
29_0	6954	2008
29_0	7955	2040
29_0	7954	2077
29_0	7953	2123
29_0	6956	2192
29_0	6957	2231
29_0	6958	2283
29_0	6959	2345
29_0	6960	2520
29_0	6133	2553
29_0	6134	2585
29_0	7157	2643
29_0	7156	2672
29_0	7155	2703
29_0	7153	2760
29_0	6100	2787
29_0	6101	2827
29_0	6140	2843
29_0	6141	2860
29_0	6142	2876
29_0	6143	2908
29_0	6144	2927
29_0	6145	2966
29_0	6146	3000
29_0	7796	3065
29_0	7795	3097
29_0	7794	3188
29_0	7793	3250
29_0	7792	3290
29_0	7791	3335
29_0	7720	3420
N3_0	5000	0
N3_0	5002	47
N3_0	5515	120
N3_0	5006	151
N3_0	5008	188
N3_0	5010	225
N3_0	5012	240
N3_0	5015	280
N3_0	5911	315
N3_0	5912	335
N3_0	5913	364
N3_0	5914	436
N3_0	5915	506
N3_0	5916	556
N3_0	5917	592
N3_0	5918	625
N3_0	5319	677
N3_0	5320	705
N3_0	5321	738
N3_0	5322	763
N3_0	5323	802
N3_0	5324	840
N3_0	5325	892
N3_0	5326	907
N3_0	5327	930
N3_0	5328	953
N3_0	5329	986
N3_0	5330	1011
N3_0	5331	1046
N3_0	5332	1065
N3_0	5366	1129
N3_0	5367	1152
N3_0	5368	1189
N3_0	5369	1215
N3_0	4332	1363
N3_0	4365	1372
N3_0	4364	1402
N3_0	4363	1434
N3_0	4362	1454
N3_0	4361	1473
N3_0	4360	1502
N3_0	5330	1539
N3_0	5341	1557
N3_0	5342	1576
N3_0	5343	1603
N3_0	5344	1626
N3_0	5345	1641
N3_0	5346	1671
N3_0	5347	1695
N3_0	5348	1713
N3_0	5349	1730
N3_0	5350	1758
N3_0	5351	1774
N3_0	4352	1790
N3_0	4350	1824
N3_0	4349	1850
N3_0	4348	1866
N3_0	4347	1889
N3_0	4346	1908
N3_0	4345	1937
N3_0	4344	1955
N3_0	4343	1977
N3_0	4342	2005
N3_0	4341	2024
N3_0	4330	2041
N3_0	4329	2055
N3_0	4328	2101
N3_0	4395	2157
N3_0	4394	2177
N3_0	4393	2191
N3_0	4392	2207
N3_0	4391	2239
N3_0	4390	2271
N3_0	4389	2305
N3_0	4388	2336
N3_0	4387	2355
N3_0	4386	2374
N3_0	4385	2396
N3_0	4384	2423
N3_0	4383	2443
N3_0	4382	2456
N3_0	5305	2523
N3_0	4324	2613
N3_0	4323	2657
N3_0	4925	2846
N3_0	4924	2860
N3_0	4923	2893
N3_0	4922	2929
N3_0	4921	3000
200_1	1862	0
200_1	1878	181
200_1	1855	300
200_1	1856	349
200_1	1950	373
200_1	1948	434
200_1	1944	498
200_1	1943	522
200_1	1942	547
200_1	1941	573
200_1	1940	598
200_1	0005	722
200_1	1928	808
200_1	1939	947
200_1	1938	1290
200_1	1937	1456
200_1	1936	1500
200_1	1935	1528
200_1	1933	1566
200_1	1932	1599
200_1	1931	1622
200_1	1930	1663
200_1	1927	1774
200_1	0004	1839
200_1	1925	1894
200_1	1922	2100
200_1	1921	2167
200_1	1920	2191
200_1	1919	2223
200_1	1917	2819
200_1	0003	2831
200_1	1916	2950
200_1	1915	3096
200_1	1912	3174
200_1	1911	3198
200_1	1810	3300
200_1	1811	3361
200_1	1812	3382
200_1	1813	3389
200_1	1908	3424
200_1	1907	3448
200_1	1906	3546
200_1	0002	3609
200_1	1905	3665
200_1	1904	3872
200_1	1903	3960
200_1	1902	4037
200_1	0001	4170
200_1	1800	4427
200_1	1779	4500
200_0	1779	0
200_0	1800	22
200_0	8991	81
200_0	8992	94
200_0	8993	106
200_0	8997	151
200_0	8998	167
200_0	8999	174
200_0	1801	197
200_0	0001	321
200_0	1802	454
200_0	1803	530
200_0	1804	618
200_0	1805	828
200_0	0002	881
200_0	1806	945
200_0	1807	1041
200_0	1808	1066
200_0	1912	1112
200_0	1911	1127
200_0	1810	1200
